Equipe;Pontos;Ref;Assistência;Roubo;Block;Faltas;Turnover;Orebote;FGA;FGM;3A;3M;FTA;FTM
"Jazz";121;"DIA 55.12 Jazz-nets.xls";33;11;8;8;11;2;96;50;27;8;15;13
"Jazz";96;"DIA 79.17 mavericks-Jazz.xls";22;8;4;9;11;2;94;38;27;8;14;12
"pelicans";130;"DIA 112.24 pelicans-nets.xls";30;15;11;15;13;2;87;49;6;2;37;30
"pelicans";113;"DIA 5.2 raptors-pelicans.xls";27;14;7;22;24;2;86;45;10;5;24;18
"pelicans";118;"DIA 66.15 pelicans-thunder.xls";35;9;11;18;18;2;92;50;4;2;20;16
"pelicans";100;"DIA 71.16 knicks-pelicans.xls";19;14;13;16;13;2;93;38;7;1;26;23
"pelicans";106;"DIA 91.20 clippers-pelicans.xls";28;5;11;14;11;2;82;40;14;5;38;21
"timberwolves";127;"DIA 30.7 hawks-timberwolves.xls";38;7;9;7;18;2;98;53;24;12;11;9
"timberwolves";127;"DIA 76.17 nuggets-timberwolves.xls";37;6;6;11;8;2;90;53;11;5;21;16
"timberwolves";108;"DIA 86.19 trailblazers-timberwolves.xls";29;7;10;18;10;2;87;39;20;9;25;21
"thunder";122;"DIA 130.28 thunder-clippers.xls";29;7;7;16;12;2;90;46;14;7;31;23
"thunder";119;"DIA 102.22 knicks-thunder.xls";32;10;16;8;9;2;88;48;13;6;25;17
"thunder";123;"DIA 120.26 thunder-warriors.xls";30;12;8;5;8;2;91;50;17;7;19;16
"thunder";120;"DIA 125.27 nets-thunder.xls";32;7;10;12;9;2;89;46;16;5;31;23
"thunder";120;"DIA 43.10 timberwolves-thunder.xls";32;10;4;11;9;2;85;45;16;4;36;26
"hawks";86;"DIA 100.21 pacers-hawks.xls";22;6;8;27;12;2;85;31;35;9;18;15
"hawks";118;"DIA 108.23 celtics-hawks.xls";29;8;9;10;10;2;90;44;24;11;24;19
"hawks";104;"DIA 81.18 hawks-wizards.xls";29;5;4;22;17;2;86;41;36;12;10;10
"hawks";119;"DIA 87.19 hawks-Bulls.xls";30;12;9;18;9;2;103;47;41;15;11;10
"trailblazers";129;"DIA 120.26 trailblazers-lakers.xls";34;10;2;22;11;2;93;49;23;8;28;23
"trailblazers";115;"DIA 121.26 nuggets-trailblazers.xls";28;11;13;21;11;2;100;41;26;9;32;24
"trailblazers";100;"DIA 4.1 trailblazers-cavaliers.xls";22;21;12;12;14;2;100;42;28;7;9;9
"trailblazers";110;"DIA 60.13 trailblazers-clippers.xls";22;12;10;7;4;2;92;39;26;9;24;23
"trailblazers";107;"DIA 95.20 trailblazers-warriors.xls";20;8;4;15;18;2;77;34;24;10;37;29
"Kings";117;"DIA 100.21 Kings-warriors.xls";29;9;9;9;12;2;89;45;24;11;20;16
"Kings";111;"DIA 106.23 timberwolves-Kings.xls";23;5;8;9;19;2;79;36;16;7;40;32
"Kings";109;"DIA 121.26 Kings-Hawks.xls";29;9;7;12;6;2;92;45;20;7;17;12
"Kings";104;"DIA 44.10 Kings-nuggets.xls";26;6;9;21;10;2;86;42;15;5;22;15
"Kings";111;"DIA 55.12 Suns-Kings.xls";28;9;12;19;11;2;93;41;9;3;32;26
"Kings";96;"DIA 62.14 pistons-Kings.xls";26;8;6;15;14;2;90;41;21;6;10;8
"Kings";81;"DIA 83.18 thunder-Kings.xls";23;6;10;20;16;2;82;29;22;5;22;18
"Kings";133;"DIA 95.20 magic-Kings.xls";33;9;6;10;8;2;97;53;29;15;18;12
"pacers";99;"DIA 114.24 hawks-pacers.xls";22;10;11;11;13;2;85;37;27;5;28;20
"pacers";120;"DIA 115.25 pacers-hawks.xls";25;10;9;15;5;2;92;44;33;11;25;21
"celtics";126;"DIA 18.5 celtics-warriors.xls";30;16;7;16;17;2;102;52;29;14;9;8
"clippers";103;"DIA 1.1 grizzlies-clippers.xls";29;13;15;11;17;2;95;45;18;4;16;9
"clippers";93;"DIA 106.23 clippers-Jazz.xls";24;9;7;15;8;2;98;40;22;10;4;3
"clippers";96;"DIA 119.26 clippers-magic.xls";29;2;9;17;18;2;83;40;17;4;16;12
"clippers";121;"DIA 17.5 clippers-hawks.xls";26;16;15;19;17;2;95;53;12;3;17;12
"clippers";121;"DIA 50.11 clippers-grizzlies.xls";29;13;19;14;11;2;99;53;15;7;9;8
"clippers";107;"DIA 59.13 rockets-clippers.xls";30;8;8;11;15;2;90;43;18;6;19;15
"clippers";93;"DIA 90.19 clippers-knicks.xls";19;9;8;13;13;2;86;35;15;3;23;20
"magic";107;"DIA 26.7 magic-cavaliers.xls";25;10;5;12;14;2;94;42;35;14;11;9
"magic";98;"DIA 30.7 raptors-magic.xls";25;13;8;11;19;2;91;38;23;4;21;18
"magic";121;"DIA 32.8 magic-mavericks.xls";31;11;5;12;15;2;99;46;37;16;16;13
"magic";123;"DIA 37.9 magic-rockets.xls";32;12;5;9;14;2;98;48;25;13;17;14
"magic";128;"DIA 55.12 magic-clippers.xls";36;10;11;14;11;2;100;50;42;19;11;9
"rockets";115;"DIA 86.19 rockets-mavericks.xls";32;10;6;11;12;2;97;47;22;7;17;14
"rockets";117;"DIA 87.19 pelicans-rockets.xls";27;8;9;9;10;2;90;41;33;12;32;23
"spurs";125;"DIA 122.26 spurs-lakers.xls";36;1;3;16;15;2;78;41;20;10;41;33
"spurs";88;"DIA 51.12 raptors-spurs.xls";24;7;7;26;14;2;90;33;40;11;17;11
"spurs";115;"DIA 61.14 spurs-heat.xls";27;12;11;19;6;2;94;43;29;7;28;22
"knicks";133;"DIA 11.3 knicks-celtics.xls";33;11;7;14;9;2;102;58;20;7;15;10
"knicks";110;"DIA 31.8 knicks-hornets.xls";29;6;8;19;8;2;100;44;32;11;14;11
"knicks";136;"DIA 74.16 knicks-spurs.xls";42;10;8;9;9;2;95;56;30;13;17;11
"knicks";124;"DIA 75.16 knicks-raptors.xls";26;7;7;15;14;2;92;48;27;9;22;19
"Suns";115;"DIA 109.23 clippers-Suns.xls";26;14;6;15;9;2;96;48;24;11;10;8
"Suns";119;"DIA 122.26 Suns-Kings.xls";33;10;12;11;8;2;88;47;26;10;22;15
"Suns";126;"DIA 27.7 pelicans-Suns.xls";32;7;6;14;7;2;103;48;35;15;17;15
"Suns";115;"DIA 87.19 thunder-Suns.xls";22;9;9;20;9;2;89;39;30;12;30;25
"cavaliers";152;"DIA 109.23 cavaliers-bucks.xls";42;9;9;7;6;2;97;61;31;17;20;13
"cavaliers";108;"DIA 122.26 cavaliers-magic.xls";31;7;9;13;7;2;94;43;27;12;15;10
"cavaliers";103;"DIA 3.1 wizards-cavaliers.xls";27;11;7;19;15;2;91;43;13;2;19;15
"cavaliers";91;"DIA 77.17 cavaliers-Bulls.xls";22;8;7;14;9;2;89;34;26;10;19;13
"cavaliers";86;"DIA 87.19 cavaliers-knicks.xls";22;7;9;7;15;2;93;34;32;7;16;11
"warriors";98;"DIA 11.3 mavericks-warriors.xls";23;9;6;13;13;2;89;33;34;6;31;26
"warriors";102;"DIA 110.23 warriors-timberwolves.xls";31;6;7;13;17;2;89;43;30;9;13;7
"warriors";102;"DIA 34.8 warriors-nets.xls";25;7;4;18;12;2;87;38;33;9;22;17
"warriors";124;"DIA 63.14 pistons-warriors.xls";27;10;1;13;11;2;96;45;31;10;28;24
"warriors";96;"DIA 67.15 hawks-warriors.xls";26;9;9;9;11;2;88;38;20;9;16;11
"bucks";121;"DIA 119.26 bucks-pistons.xls";31;11;3;19;8;10;111;51;41;13;9;6
"bucks";112;"DIA 52.12 pacers-bucks.xls";26;9;8;22;6;10;102;44;29;13;14;11
"bucks";117;"DIA 61.14 wizards-bucks.xls";35;6;7;26;9;10;97;45;36;13;23;14
"bucks";98;"DIA 86.19 raptors-bucks.xls";28;10;8;16;15;10;104;41;24;9;11;7
"mavericks";103;"DIA 25.6 mavericks-spurs.xls";24;13;10;13;10;10;107;38;29;6;26;21
"mavericks";102;"DIA 80.17 Kings-mavericks.xls";29;6;9;16;13;10;94;39;25;11;19;13
"mavericks";117;"DIA 87.19 nuggets-mavericks.xls";31;5;5;22;15;10;94;47;27;9;26;14
"Bulls";99;"DIA 125.27 trailblazers-Bulls.xls";28;3;11;15;9;10;92;39;11;5;17;16
"Bulls";98;"DIA 18.5 cavaliers-Bulls.xls";23;7;8;9;11;10;102;37;27;6;22;18
"Bulls";111;"DIA 8.2 warriors-Bulls.xls";28;8;6;17;21;10;95;45;14;5;18;16
"raptors";102;"DIA 108.23 pelicans-raptors.xls";25;7;8;20;10;10;91;38;24;11;16;15
"raptors";137;"DIA 11.3 cavaliers-raptors.xls";32;9;5;19;13;10;101;50;31;8;42;29
"raptors";112;"DIA 44.10 raptors-bucks.xls";29;11;10;8;11;10;102;43;28;10;18;16
"raptors";115;"DIA 47.11 bucks-raptors.xls";29;11;5;9;12;10;96;44;20;5;30;22
"grizzlies";114;"DIA 117.25 grizzlies-pelicans.xls";38;12;4;17;10;10;105;49;27;9;8;7
"grizzlies";126;"DIA 120.26 Jazz-grizzlies.xls";35;10;6;16;13;10;104;50;32;14;14;12
"grizzlies";128;"DIA 66.15 grizzlies-Suns.xls";30;9;10;13;11;10;107;50;21;10;24;18
"grizzlies";106;"DIA 94.20 wizards-grizzlies.xls";29;2;8;15;16;10;103;43;28;11;11;9
"grizzlies";92;"DIA 99.21 grizzlies-Sixers.xls";22;9;9;7;12;10;102;36;27;9;13;11
"pistons";109;"DIA 43.10 nets-pistons.xls";27;7;7;11;11;10;101;44;20;9;14;12
"pistons";126;"DIA 72.16 pistons-raptors.xls";40;8;7;13;12;10;99;52;13;5;27;17
"heat";120;"DIA 59.13 heat-hawks.xls";30;10;11;11;16;10;99;46;21;7;23;19
"nets";116;"DIA 54.12 pacers-nets.xls";23;14;8;13;8;10;104;47;19;7;17;15
"nets";120;"DIA 71.16 nets-magic.xls";33;7;10;13;11;10;88;45;26;12;22;18
"nets";102;"DIA 80.17 nets-lakers.xls";32;10;9;24;9;10;99;43;20;7;11;9
"hornets";109;"DIA 10.3 hornets-clippers.xls";27;15;6;15;21;10;94;47;17;4;18;11
"hornets";109;"DIA 115.25 clippers-hornets.xls";32;4;6;13;12;10;100;43;27;11;13;12
"hornets";123;"DIA 15.4 hornets-warriors.xls";28;15;4;15;13;10;97;50;29;9;19;14
"hornets";121;"DIA 29.7 Jazz-hornets.xls";34;10;9;17;13;10;105;53;22;10;6;5
"hornets";109;"DIA 78.17 hornets-pistons.xls";30;14;7;18;10;10;113;47;39;11;4;4
"wizards";106;"DIA 32.8 cavaliers-wizards.xls";32;10;10;11;18;10;98;43;13;5;20;15
"wizards";126;"DIA 43.10 magic-wizards.xls";28;7;8;15;21;10;83;43;13;4;39;36
"wizards";93;"DIA 73.16 nets-wizards.xls";27;11;5;16;14;10;93;34;17;4;25;21
"lakers";138;"DIA 102.22 lakers-grizzlies.xls";40;8;8;11;8;10;102;54;32;17;14;13
"lakers";113;"DIA 115.25 nuggets-lakers.xls";29;5;7;13;4;10;92;41;19;9;26;22
"lakers";108;"DIA 15.4 Kings-lakers.xls";19;10;6;14;13;10;100;34;21;9;39;31
"lakers";135;"DIA 58.13 lakers-celtics.xls";35;11;2;7;15;10;95;51;18;8;34;25
"lakers";103;"DIA 63.14 Bulls-lakers.xls";26;8;8;18;11;10;96;39;16;3;28;22
"Sixers";122;"DIA 105.22 warriors-Sixers.xls";33;17;5;10;12;10;93;49;21;9;19;15
"Sixers";105;"DIA 115.25 magic-Sixers.xls";23;12;6;12;11;10;107;42;24;10;15;11
"Sixers";95;"DIA 125.27 Kings-Sixers.xls";27;7;13;13;14;10;92;38;16;6;21;13
"Sixers";114;"DIA 26.7 timberwolves-Sixers.xls";27;9;8;12;7;10;97;43;23;10;19;18
"Sixers";121;"DIA 85.18 Sixers-bucks.xls";30;6;7;11;16;10;97;49;24;7;23;16
"Sixers";124;"DIA 90.19 spurs-Sixers.xls";31;4;7;12;9;10;89;43;18;11;41;27
"nuggets";126;"DIA 26.7 nuggets-celtics.xls";32;9;8;13;13;10;89;49;25;11;20;17
"Jazz";89;"DIA 103.22 Suns-Jazz.xls";18;12;7;9;16;10;98;37;21;7;14;8
"Jazz";116;"DIA 51.12 Jazz-lakers.xls";27;12;8;11;10;10;99;46;24;8;24;16
"pelicans";127;"DIA 69.15 nuggets-pelicans.xls";35;12;14;14;10;10;99;51;2;1;31;24
"timberwolves";126;"DIA 2.1 timberwolves-pacers.xls";25;13;9;16;16;10;96;45;35;17;25;19
"timberwolves";104;"DIA 69.15 pistons-timberwolves.xls";30;5;10;17;13;10;102;46;18;5;9;7
"thunder";109;"DIA 24.6 grizzlies-thunder.xls";28;8;4;21;14;10;111;46;33;12;6;5
"thunder";112;"DIA 29.7 lakers-thunder.xls";30;11;9;21;20;10;93;42;20;6;32;22
"thunder";95;"DIA 38.9 thunder-spurs.xls";26;7;4;17;14;10;104;39;20;5;18;12
"thunder";125;"DIA 51.12 bucks-thunder.xls";29;14;5;12;10;10;103;52;19;5;25;16
"thunder";110;"DIA 52.12 Suns-thunder.xls";31;10;11;15;12;10;97;44;17;7;21;15
"thunder";95;"DIA 9.3 pistons-thunder.xls";26;11;4;15;15;10;102;39;25;6;14;11
"hawks";114;"DIA 111.24 hawks-cavaliers.xls";27;13;8;8;15;10;96;46;37;14;9;8
"hawks";91;"DIA 114.24 hawks-pacers.xls";28;7;9;23;20;10;97;37;33;9;9;8
"hawks";107;"DIA 16.4 pistons-hawks.xls";32;11;9;12;20;10;102;44;35;12;8;7
"hawks";96;"DIA 4.1 pistons-hawks.xls";24;8;14;10;17;10;104;39;33;7;13;11
"hawks";120;"DIA 47.11 cavaliers-hawks.xls";32;15;4;8;12;10;104;44;33;16;18;16
"trailblazers";124;"DIA 110.23 heat-trailblazers.xls";35;8;3;24;10;10;100;50;17;7;19;17
"Kings";109;"DIA 126.27 clippers-Kings.xls";25;14;14;6;15;10;90;42;21;8;24;17
"Kings";119;"DIA 42.10 Kings-pelicans.xls";32;5;10;12;12;10;96;46;16;7;22;20
"Kings";116;"DIA 52.12 Kings-clippers.xls";29;13;13;18;25;10;95;46;18;6;25;18
"celtics";74;"DIA 3.1 hawks-celtics.xls";19;7;10;13;18;10;92;29;14;4;18;12
"celtics";110;"DIA 33.8 celtics-timberwolves.xls";23;11;14;14;13;10;106;40;36;11;21;19
"celtics";94;"DIA 60.13 celtics-pacers.xls";23;3;9;12;14;10;93;32;31;11;24;19
"celtics";111;"DIA 67.15 celtics-hornets.xls";26;12;4;22;13;10;103;42;38;10;17;17
"celtics";82;"DIA 94.20 clippers-celtics.xls";20;8;4;13;11;10;99;31;30;10;13;10
"clippers";110;"DIA 105.22 rockets-clippers.xls";31;6;7;9;10;10;98;44;19;10;21;12
"clippers";123;"DIA 123.27 clippers-bucks.xls";34;9;12;14;11;10;103;49;21;9;19;16
"clippers";80;"DIA 125.27 hawks-clippers.xls";20;8;5;12;14;10;87;32;18;4;19;12
"clippers";115;"DIA 39.9 spurs-clippers.xls";33;9;8;18;17;10;95;46;13;4;24;19
"clippers";95;"DIA 60.13 trailblazers-clippers.xls";35;3;8;21;18;10;96;42;19;6;6;5
"clippers";97;"DIA 73.16 lakers-clippers.xls";27;6;6;20;12;10;92;40;13;4;23;13
"clippers";104;"DIA 95.20 clippers-spurs.xls";26;2;12;22;7;10;98;38;27;10;24;18
"clippers";104;"DIA 97.21 nets-clippers.xls";24;6;11;17;20;10;97;41;20;5;18;17
"magic";108;"DIA 102.22 magic-hornets.xls";26;9;6;11;12;10;99;40;36;12;19;16
"magic";128;"DIA 119.26 clippers-magic.xls";30;12;5;8;2;10;109;50;37;12;19;16
"magic";80;"DIA 12.3 magic-knicks.xls";24;2;7;17;14;10;87;30;41;12;14;8
"magic";127;"DIA 54.12 magic-grizzlies.xls";39;6;14;17;10;10;108;53;33;15;7;6
"magic";101;"DIA 71.16 nets-magic.xls";26;6;5;17;9;10;98;41;34;11;10;8
"rockets";125;"DIA 10.3 rockets-Kings.xls";31;11;3;12;13;10;102;49;35;16;14;11
"rockets";93;"DIA 107.23 rockets-knicks.xls";22;8;10;12;16;10;95;36;26;10;13;11
"rockets";78;"DIA 126.27 rockets-hawks.xls";19;9;3;4;6;10;92;32;1;0;21;14
"rockets";108;"DIA 52.12 rockets-nuggets.xls";29;6;8;17;15;10;101;38;38;12;22;20
"rockets";127;"DIA 68.15 rockets-grizzlies.xls";38;6;10;12;16;10;96;50;37;21;8;6
"spurs";91;"DIA 2.1 nuggets-spurs.xls";24;6;5;10;14;10;97;34;33;9;22;14
"spurs";99;"DIA 58.13 magic-spurs.xls";25;13;6;10;14;10;108;40;44;10;10;9
"knicks";102;"DIA 18.5 knicks-wizards.xls";23;16;6;25;13;10;107;42;25;12;8;6
"knicks";104;"DIA 22.6 knicks-clippers.xls";29;8;10;16;17;10;106;43;26;7;14;11
"Suns";133;"DIA 130.28 pacers-Suns.xls";38;11;7;12;2;10;103;50;24;10;28;23
"Suns";94;"DIA 36.9 thunder-Suns.xls";24;6;7;17;15;10;102;35;34;12;16;12
"cavaliers";105;"DIA 129.28 knicks-cavaliers.xls";29;9;7;8;10;10;100;45;26;5;13;10
"cavaliers";90;"DIA 26.7 magic-cavaliers.xls";22;6;8;13;16;10;97;37;18;4;13;12
"cavaliers";113;"DIA 31.8 hawks-cavaliers.xls";30;8;13;11;11;10;101;43;22;8;29;19
"cavaliers";75;"DIA 4.1 trailblazers-cavaliers.xls";21;12;11;10;28;10;92;29;12;3;17;14
"cavaliers";78;"DIA 9.3 Kings-cavaliers.xls";20;8;12;10;18;10;102;33;11;3;10;9
"warriors";113;"DIA 109.23 warriors-magic.xls";31;8;9;20;16;10;99;46;26;10;12;11
"warriors";102;"DIA 123.27 magic-warriors.xls";31;9;4;16;11;10;99;42;33;10;11;8
"warriors";105;"DIA 47.11 warriors-rockets.xls";26;6;8;13;15;10;89;41;27;9;19;14
"warriors";99;"DIA 56.13 raptors-warriors.xls";25;7;6;22;17;10;107;40;39;12;8;7
"warriors";118;"DIA 59.13 warriors-Jazz.xls";33;11;9;20;15;10;123;49;37;15;6;5
"bucks";122;"DIA 123.27 clippers-bucks.xls";26;7;4;12;12;15;111;44;44;18;19;16
"bucks";104;"DIA 27.7 bucks-rockets.xls";26;9;4;13;18;11;97;40;31;13;13;11
"bucks";98;"DIA 41.10 pistons-bucks.xls";23;13;9;14;14;15;104;40;32;9;11;9
"bucks";86;"DIA 58.13 heat-bucks.xls";22;8;2;17;14;12;99;33;34;9;15;11
"bucks";117;"DIA 63.14 bucks-hawks.xls";30;14;3;13;14;12;101;46;29;8;22;17
"bucks";90;"DIA 83.18 bucks-knicks.xls";23;5;7;18;11;12;94;35;25;7;16;13
"Bulls";112;"DIA 10.3 Bulls-grizzlies.xls";34;13;4;13;17;11;101;48;19;9;8;7
"Bulls";121;"DIA 61.14 Bulls-raptors.xls";29;12;8;16;16;11;99;42;28;10;29;27
"Bulls";110;"DIA 82.18 Bulls-spurs.xls";21;4;15;15;13;1;83;41;14;7;25;21
"Bulls";114;"DIA 92.20 Bulls-Jazz.xls";31;13;7;16;13;11;104;51;15;6;9;6
"raptors";108;"DIA 16.4 raptors-Kings.xls";26;10;8;14;15;14;97;38;18;6;31;26
"raptors";126;"DIA 46.11 raptors-hawks.xls";34;9;8;8;14;12;97;49;27;12;23;16
"grizzlies";113;"DIA 105.22 heat-grizzlies.xls";30;12;5;13;13;11;100;44;22;9;20;16
"grizzlies";108;"DIA 13.4 grizzlies-warriors.xls";28;6;7;14;19;1;83;42;20;7;24;17
"grizzlies";127;"DIA 34.8 grizzlies-nuggets.xls";37;7;6;12;7;11;100;47;21;7;33;26
"grizzlies";102;"DIA 36.9 mavericks-grizzlies.xls";26;15;6;5;11;11;108;41;20;7;20;13
"grizzlies";116;"DIA 40.9 timberwolves-grizzlies.xls";31;4;7;4;17;1;92;45;20;11;17;15
"grizzlies";104;"DIA 41.10 rockets-grizzlies.xls";23;3;5;8;12;12;101;39;25;9;26;17
"grizzlies";115;"DIA 47.11 knicks-grizzlies.xls";34;10;5;5;13;11;95;47;15;6;19;15
"grizzlies";108;"DIA 50.11 clippers-grizzlies.xls";29;8;6;12;19;11;104;42;23;8;19;16
"grizzlies";106;"DIA 54.12 magic-grizzlies.xls";23;7;8;15;14;1;90;39;19;7;23;21
"pistons";105;"DIA 110.23 hornets-Pistons.xls";31;7;6;21;11;11;97;44;21;6;16;11
"pistons";140;"DIA 120.26 pistons-nuggets.xls";37;9;8;16;11;1;98;56;28;15;17;13
"pistons";124;"DIA 60.13 pistons-mavericks.xls";32;13;8;11;15;1;94;53;16;6;14;12
"heat";113;"DIA 37.9 spurs-heat.xls";24;12;7;14;12;11;100;39;27;8;33;27
"heat";106;"DIA 55.12 thunder-heat.xls";26;7;11;17;16;11;98;40;33;10;18;16
"heat";108;"DIA 80.17 hornets-heat.xls";29;12;6;12;10;17;110;45;33;9;11;9
"nets";108;"DIA 113.24 Kings-nets.xls";31;12;9;13;7;12;113;47;26;10;5;4
"nets";131;"DIA 57.13 hornets-nets.xls";32;8;10;23;16;11;110;48;34;9;30;26
"nets";101;"DIA 66.15 raptors-nets.xls";27;13;4;22;17;12;98;43;18;7;13;8
"nets";118;"DIA 83.18 nets-heat.xls";28;16;6;11;7;12;103;45;24;9;24;19
"hornets";125;"DIA 12.3 nets-hornets.xls";30;12;4;14;25;1;80;45;15;9;28;26
"hornets";109;"DIA 25.6 hornets-hawks.xls";26;9;8;12;12;11;99;41;24;7;24;20
"hornets";122;"DIA 39.9 hornets-celtics.xls";26;9;5;11;14;12;112;46;21;6;27;24
"hornets";107;"DIA 75.16 Bulls-Hornets.xls";24;9;10;16;8;13;96;36;34;9;30;26
"hornets";100;"DIA 98.21 hornets-trailblazers.xls";24;7;6;19;11;13;102;40;26;6;18;14
"wizards";109;"DIA 125.27 wizards-Jazz.xls";32;11;6;23;11;1;104;51;10;4;3;3
"wizards";108;"DIA 72.16 wizards-timberwolves.xls";30;3;5;13;8;1;86;39;19;6;28;24
"wizards";102;"DIA 87.19 wizards-Kings.xls";27;9;7;22;9;1;97;39;24;10;18;14
"lakers";122;"DIA 122.26 spurs-lakers.xls";30;11;7;20;1;1;96;47;24;10;23;18
"lakers";114;"DIA 48.11 hornets-lakers.xls";27;8;6;22;11;12;99;42;19;7;32;23
"lakers";109;"DIA 49.11 lakers-cavaliers.xls";29;8;9;11;11;11;96;43;22;10;18;13
"lakers";129;"DIA 56.13 lakers-Kings.xls";33;9;2;11;9;1;99;51;24;12;18;15
"lakers";124;"DIA 67.15 lakers-mavericks.xls";37;5;9;15;8;11;103;50;24;7;21;17
"Sixers";104;"DIA 100.21 Sixers-Jazz.xls";23;14;6;13;13;12;95;42;22;10;10;10
"nuggets";115;"DIA 111.24 nuggets-spurs.xls";25;16;6;20;14;1;94;49;21;3;20;14
"nuggets";102;"DIA 32.8 Jazz-nuggets.xls";26;9;5;15;15;1;94;41;25;10;12;10
"nuggets";117;"DIA 80.17 nuggets-wizards.xls";29;8;4;16;11;1;90;46;21;11;17;14
"nuggets";133;"DIA 98.21 hawks-nuggets.xls";32;16;6;16;10;1;94;54;19;8;19;17
"Jazz";114;"DIA 125.27 wizards-Jazz.xls";22;10;8;4;12;11;98;38;27;10;38;28
"Jazz";104;"DIA 126.27 cavaliers-Jazz.xls";28;7;10;16;14;11;101;44;28;10;9;6
"Jazz";123;"DIA 20.5 Jazz-Sixers.xls";29;7;5;11;12;1;99;46;23;11;22;20
"Jazz";136;"DIA 9.3 mavericks-Jazz.xls";36;15;5;10;15;1;97;53;28;13;19;17
"pelicans";127;"DIA 111.24 clippers-pelicans.xls";29;8;7;14;8;14;91;52;11;4;35;19
"pelicans";116;"DIA 21.6 pelicans-magic.xls";36;12;11;17;12;12;105;51;10;5;17;9
"pelicans";112;"DIA 51.12 Sixers-pelicans.xls";29;9;13;15;12;12;95;42;10;3;30;25
"pelicans";117;"DIA 52.12 pelicans-wizards.xls";39;12;9;15;15;12;100;52;4;2;17;11
"pelicans";113;"DIA 82.18 pelicans-nuggets.xls";25;15;3;16;9;1;98;48;10;0;20;17
"pelicans";121;"DIA 96.21 spurs-pelicans.xls";28;8;13;12;8;11;87;42;19;9;40;28
"timberwolves";133;"DIA 122.26 pelicans-timberwolves.xls";37;13;9;14;10;11;113;56;18;10;11;11
"timberwolves";116;"DIA 19.5 timberwolves-thunder.xls";27;15;10;17;14;1;95;48;18;8;17;12
"timberwolves";103;"DIA 23.6 timberwolves-spurs.xls";31;11;9;17;21;13;97;43;23;7;16;10
"timberwolves";115;"DIA 36.9 timberwolves-clippers.xls";38;9;10;23;10;11;109;51;17;5;9;8
"timberwolves";137;"DIA 44.10 mavericks-timberwolves.xls";37;9;9;17;11;15;114;53;19;6;34;25
"timberwolves";89;"DIA 98.21 thunder-timberwolves.xls";18;5;8;20;13;11;95;36;17;5;19;12
"thunder";116;"DIA 58.13 hawks-thunder.xls";26;15;8;14;15;12;93;43;16;5;29;25
"hawks";105;"DIA 25.6 hornets-hawks.xls";29;10;11;20;13;12;100;41;33;9;16;14
"hawks";119;"DIA 30.7 hawks-timberwolves.xls";30;13;4;12;14;1;102;47;39;15;10;10
"hawks";100;"DIA 38.9 heat-hawks.xls";32;4;6;13;12;12;99;36;38;12;17;16
"hawks";110;"DIA 60.13 hawks-magic.xls";36;8;7;12;11;12;105;44;34;11;11;11
"hawks";95;"DIA 78.17 mavericks-hawks.xls";27;5;4;11;14;15;100;34;39;11;19;16
"trailblazers";126;"DIA 105.22 trailblazers-nuggets.xls";32;8;12;21;10;1;84;42;20;9;38;33
"trailblazers";90;"DIA 81.18 trailblazers-Kings.xls";24;10;3;16;14;11;99;36;20;4;21;14
"trailblazers";104;"DIA 85.18 mavericks-trailblazers.xls";27;5;5;20;11;0;83;39;10;4;26;22
"Kings";121;"DIA 108.23 Kings-grizzlies.xls";30;4;8;19;16;1;89;49;24;15;9;8
"Kings";99;"DIA 30.7 Bulls-Kings.xls";25;11;9;5;10;1;89;39;11;1;26;20
"Kings";102;"DIA 74.16 clippers-Kings.xls";18;7;9;17;14;11;89;35;19;7;30;25
"pacers";142;"DIA 116.25 pacers-cavaliers.xls";34;6;7;11;13;11;93;53;29;19;20;17
"pacers";105;"DIA 119.26 Bulls-pacers.xls";28;10;9;23;14;1;95;44;24;11;8;6
"pacers";83;"DIA 123.27 pacers-Sixers.xls";25;7;8;20;12;1;90;34;29;9;8;6
"pacers";109;"DIA 37.9 pacers-pistons.xls";29;7;12;15;14;11;100;42;27;10;20;15
"pacers";128;"DIA 40.9 pacers-hornets.xls";35;9;11;13;13;11;97;49;40;16;17;14
"pacers";120;"DIA 55.12 knicks-pacers.xls";29;6;9;9;8;12;100;43;29;10;26;24
"pacers";104;"DIA 60.13 celtics-pacers.xls";25;12;11;18;7;12;104;38;42;12;17;16
"pacers";106;"DIA 79.17 bucks-pacers.xls";26;9;7;11;13;12;101;40;40;10;20;16
"pacers";102;"DIA 9.3 magic-pacers.xls";19;12;10;12;27;1;85;38;26;8;20;18
"pacers";121;"DIA 90.19 pacers-Bulls.xls";32;2;7;15;14;15;102;44;39;16;21;17
"pacers";120;"DIA 97.21 pacers-timberwolves.xls";21;13;7;22;10;12;102;46;27;11;25;17
"celtics";117;"DIA 112.24 raptors-celtics.xls";26;8;6;17;18;1;91;45;35;15;15;12
"celtics";94;"DIA 65.14 pacers-celtics.xls";23;5;4;18;8;1;93;34;33;13;17;13
"celtics";95;"DIA 66.15 hawks-celtics.xls";20;10;9;18;14;12;108;34;41;7;25;20
"celtics";101;"DIA 82.18 celtics-magic.xls";29;7;8;14;7;11;108;42;39;12;5;5
"celtics";96;"DIA 87.19 celtics-hornets.xls";24;8;8;13;10;11;96;34;39;14;17;14
